Job Title,Company Name,Location,Skills,Links,Posted At
Senior Java Developer,Wonder Travel -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · males_preferred · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Information Technology (IT) · OOP · Java · Software Engineering · Spring · Hibernate,/jobs/p/ZHYfSqj6yCNP-Senior-Java-Developer-Wonder-Travel-Cairo-Egypt?o=197&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior Backend Developer,Sulfah -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Backend developer · Software Development · Information Technology (IT),/jobs/p/bd7Lh5i01taZ-Senior-Backend-Developer-Sulfah-Cairo-Egypt?o=198&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Flutter Developer & Full Stack Web Developer,AGG Information Technology  -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Full Stack · Computer Science · Software Development · jQuery · Web Development · HTML · Git,/jobs/p/ypFxkM3d01v0-Flutter-Developer-Full-Stack-Web-Developer-AGG-Information-Technology-Cairo-Egypt?o=199&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
.NET Developer (Alex & Cairo),El Rizk Trading -,"Alexandria, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · .Net · Software Development · APIs,/jobs/p/OPBtEvxdYLHl-NET-Developer-Alex-Cairo-El-Rizk-Trading-Alexandria-Egypt?o=200&l=sp&t=sj&a=front-end|search-v3|hpb,1 month ago
Senior Software Engineer,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · engineer · senior · Software Development · Software engineer · Software Engineering · Software · Information Technology (IT),/jobs/p/Z7kPNjAr7K2V-Senior-Software-Engineer-Cairo-Egypt?o=201&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Wordpress Developer,Flojics -,"Alexandria, Egypt ",Full TimeExperienced · 3 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · adobe · Adobe illustrator · Computer Science · illustrator · Design · UI · UI/UX · UX,/jobs/p/6jGW4MxC4C7K-Wordpress-Developer-Flojics-Alexandria-Egypt?o=202&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
PHP Web Developer,(MSA) October University -,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · HTML5 · JavaScript · CSS3 · Web Development · PHP · Laravel,/jobs/p/MbrcOgHvgPnS-PHP-Web-Developer-MSA-October-University-Giza-Egypt?o=203&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Python Django Developer,Mentor Seven -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Django · Python · Python Django · Software Development · Information Technology (IT) · ORM · Telecom Engineering,/jobs/p/HlE4ETTJSs9i-Python-Django-Developer-Mentor-Seven-Cairo-Egypt?o=204&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
"Full Stack Developer (PHP, Laravel, Next JS)",Keswa -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · CSS · HTML · JavaScript · jQuery · MySQL · PHP · Next.js · React.js · Laravel,/jobs/p/sGJDsbVyR1qc-Full-Stack-Developer-PHP-Laravel-Next-JS-Keswa-Cairo-Egypt?o=205&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Senior NET Developer,electrified -,"Downtown, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · .Net · HTML5 · Software Development · blazor · MVC · ASP.Net Web API,/jobs/p/eWhw46GIXaDV-Senior-NET-Developer-electrified-Cairo-Egypt?o=206&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
ASP.Net Developer,Erpplus5 -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · Computer Science · CSS · HTML · Information Technology (IT) · JavaScript · jQuery,/jobs/p/3pYnjk6q2bFX-ASPNet-Developer-Erpplus5-Cairo-Egypt?o=207&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Cloud Developers Full Stack  / Senior,Ejada  -,"Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · Azure · Cloud · Computer Science · Development · Information Technology (IT) · Java · JavaScript,/jobs/p/Rx0uf8JQv4ic-Cloud-Developers-Full-Stack -Senior-Ejada-Cairo-Cairo-Egypt?o=208&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Branch Manager - (Software House Company),Houya Arrow -,"Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · Administration · Operations/Management · Management · Programming · IT Service Management · Software Development · Sales · sales skills · JavaScript · HTML,/jobs/p/LJSDgqiuaxZa-Branch-Manager---Software-House-Company-Houya-Arrow-Cairo-Egypt?o=209&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
React Developer,Confidential -,"10th of Ramadan City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Information Technology (IT) · Software Development · Computer Science · React Developer · React · React js · developer,/jobs/p/YrXZ6iaLQkrz-React-Developer-Cairo-Egypt?o=210&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
ADF Developer,SURE International Technology -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ADF · Oracle ADF · Oracle · Computer Science · Information Technology (IT) · BPM · Computer Engineering · Database,/jobs/p/QV4tMycqKDfu-ADF-Developer-SURE-International-Technology-Cairo-Egypt?o=211&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Senior PHP Developer,Smart Technologies -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · Computer Science · PHP · Software Development · JavaScript · CSS3 · Design · HTML5,/jobs/p/QpSNT2VHhTcN-Senior-PHP-Developer-Smart-Technologies-Cairo-Egypt?o=212&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
WordPress Developer,Confidential -,"Alexandria, Egypt ",Full TimePart TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · WP · Information Technology (IT) · WordPress · SEO · Plugins · Computer Science · PHP · Content,/jobs/p/i3aPl82Xb8HK-WordPress-Developer-Alexandria-Egypt?o=213&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
Senior Full Stack Developer,e Aswaaq Misr -,"Smart Village, Giza, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · PHP · Node.js · React · Development · Computer Science · JavaScript · Software Development,/jobs/p/fXMGYQTLJ9Yr-Senior-Full-Stack-Developer-e-Aswaaq-Misr-Giza-Egypt?o=214&l=sp&t=sj&a=front-end|search-v3|hpb,2 months ago
